NCGC00254346-01,CC(C)=CCC\C(C)=C/CO
NCGC00259671-01,OC(=O)C(O)=O
NCGC00258416-01,[Na+].CCC1(CC)C(=O)NC([O-])=NC1=O
NCGC00259169-01,[Na+].[S-]C1=CC=CC=C1
NCGC00179431-03,[Na+].[Na+].[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]3(C)C2=CC(=O)[C@]4([H])[C@@]5(C)CC[C@H](OC(=O)CCC([O-])=O)C(C)(C)[C@]5([H])CC[C@@]34C)C([O-])=O
NCGC00260473-01,CCCCON=O
NCGC00256216-01,[Li+].OC(=O)C1=CC(=CC(=C1)S(O)(=O)=O)C([O-])=O
NCGC00254229-01,Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC3=CC=C(OC4=CC=CN=C4C)N=C3
NCGC00021575-05,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](C)C4=CC(=O)C=C[C@]34C
NCGC00258407-01,CC1=CC(=CC=C1)C#N
NCGC00253696-01,C\C=C(C1=CC=C(OC(C)=O)C=C1)\C(=C\C)C2=CC=C(OC(C)=O)C=C2
NCGC00257033-01,CN(C)CCOCCN(C)C
NCGC00255643-01,CC\C=C/CCOC(C)=O
NCGC00259849-01,[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00257637-01,N1C2=CN=CC=C2C3=C1C=CC=C3
NCGC00258821-01,BrC1=CC=C(OC2=CC=CC=C2)C=C1
NCGC00259084-01,COP(C)(=O)OC
NCGC00256564-01,COC1=CC=C(OC)C=C1
NCGC00166006-02,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
NCGC00255923-01,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
NCGC00178830-05,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
NCGC00162359-04,Cl.CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl
NCGC00262947-01,NC1=CC=C(C=C1)C(=O)OCC(O)CO
NCGC00255008-01,CCCC(=O)OC\C=C(/C)CCC=C(C)C
NCGC00258531-01,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
NCGC00259250-01,OCCNCCO
NCGC00255747-01,CCN1CCCC1=O
NCGC00256643-01,O.O.O.O.O.O.[Mg++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
NCGC00254260-01,NC1=CC(N)=CC=C1
NCGC00183862-01,COC1=C(C2=C(C=C1)C(=CC=C2)C(=S)N(C)CC(O)=O)C(F)(F)F
NCGC00258683-01,COC1=CC=C(NC(C)=O)C=C1
NCGC00256082-01,CCOC1=CC=C(OCC)C(Cl)=C1
NCGC00253754-01,CO\N=C(/C(O)=O)C1=CSC(NC(=O)CCl)=N1
NCGC00094960-06,O=C1C2=C(C=CC=C2)C(=O)C3=C1C=CC=C3
NCGC00259022-01,OC(=O)C1=C(O)C=CC=C1
NCGC00258095-01,OC1=CC=CC=C1C(=O)C2=CC=CC=C2
NCGC00021222-06,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00258193-01,ClC(=O)\C=C\C(Cl)=O
NCGC00259962-01,CC1=NC=C(N1CCO)[N+]([O-])=O
NCGC00258351-01,CC1=CC(=C(O)C(C)=C1CN2C(=O)N(CC3=C(C)C(O)=C(C=C3C)C(C)(C)C)C(=O)N(CC4=C(C)C(O)=C(C=C4C)C(C)(C)C)C2=O)C(C)(C)C
NCGC00254916-01,CC1=CC=C(C)C(=C1)S(O)(=O)=O
NCGC00263581-01,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])CC(=O)\C(C[C@]34C)=C/O
NCGC00015686-11,Cl.COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC2=CC(OC)=C(OC)C=C2)(C#N)C(C)C
NCGC00254863-01,CC(C)CCCC(C)CCO
NCGC00257513-01,CCC(C)C(O)=O
NCGC00166247-02,[I-].CCN1C(=CC=CC2=[N+](CC)C3=C(C=CC=C3)C=C2)C=CC4=C1C=CC=C4
NCGC00258423-01,CCCCC(=O)N(C)C
NCGC00258588-01,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
NCGC00259200-01,CCCCCCC(C)(C)S
NCGC00164529-04,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
NCGC00259714-01,OC1=C(Br)C2=C(C=C1Br)C3(OC(=O)C4=C3C(Cl)=C(Cl)C(Cl)=C4Cl)C5=C(O2)C(Br)=C(O)C(Br)=C5
NCGC00258432-01,NNC(=O)C1=CC=CC=C1
NCGC00263561-01,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCC(=O)C=C4CC[C@@]23[H]
NCGC00024494-02,C[C@@H](N)C(O)=O
NCGC00260234-01,F[B-](F)(F)F.CCCC[N+]1=CC(C)=CC=C1
NCGC00258009-01,[H]P(O)(=O)C1=CC=CC=C1
NCGC00259878-01,CC1=CC=C(C=C1)C(C)(C)C
NCGC00260155-01,BrCC1CO1
NCGC00254702-01,[Cl-].CC[N+](C)(CC)CC
NCGC00253912-01,CC(=O)NC1=CC=C(O)C=C1
NCGC00181774-02,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1
NCGC00260492-01,CC(=O)C1=CC2=C(C=C1)C3=CC=CC=C3C2
NCGC00259785-01,OC(=O)CCOC(=O)C=C
NCGC00256415-01,[H][C@@]1(CCC)O[C@@H]2C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
NCGC00255114-01,OC(=O)\C=C\C1=CC=CC=C1
NCGC00259498-01,NC1=NC2=CC=CC=C2N1
NCGC00255523-01,COC(=O)C(C)N(C(=O)CC1=CC=CC=C1)C2=C(C)C=CC=C2C
NCGC00259653-01,CCC(O)OCC(C)OC(O)CC
NCGC00165971-02,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
NCGC00257929-01,CCN(CC1=CC=CC=C1)C2=CC=CC=C2
NCGC00258451-01,NNC1=NC(=CS1)C2=CC=CC=C2
NCGC00258367-01,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O
NCGC00183859-01,[Br-].CC[N+]1(CC)CCC(C1C)=C(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00255955-01,[Na+].CC1=CC=C(C)C(=C1)S([O-])(=O)=O
NCGC00016801-05,Cl.CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
NCGC00164589-02,NC(=O)OCCCC1=CC=CC=C1
NCGC00258826-01,CC1=CC=CC(C)=C1O
NCGC00255370-01,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
NCGC00016795-11,Cl.Cl.CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
NCGC00256348-01,N1C=CC2=C1C=CC=C2
NCGC00256193-01,COC(=O)C1=C(Cl)C=CC=C1
NCGC00259308-01,CC(=C)C(=O)OCC=C
NCGC00254418-01,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)OC(=O)C(C)(C)CC
NCGC00262934-01,CCOC(=O)N1CCC(CC1)NC2=C(N)C=C(Cl)C=C2
NCGC00166144-03,CCCCCCCC(=O)OCC(O)CO
NCGC00255983-01,CCCCC1=C(O)N=C(NCC)N=C1C
NCGC00254508-01,CCC12COCN1COC2
NCGC00181910-01,CN(C)C(=O)CNC(=O)CC1=CC=CC=C1
NCGC00249892-01,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=C(N=C3N)N4C=C(C=N4)C(=O)NC)[C@]([H])(O)[C@]1([H])O
NCGC00254073-01,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
NCGC00015603-08,Cl.CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N3CCNC(C)C3)C(F)=C2
NCGC00259893-01,COCCO[Si](OCCOC)(OCCOC)C=C
NCGC00254287-01,CCCCCCC(=O)OCC
NCGC00253579-01,[H][C@@]1(CCC2C3CCC4=C[C@]([H])(CCC4C3CCC12C)OC(=O)CC)OC(=O)CC
NCGC00256634-01,OCC1CCC=CC1
NCGC00254762-01,CCCC1COC(CN2C=NC=N2)(O1)C3=C(Cl)C=C(Cl)C=C3
NCGC00258892-01,C1CN(CCO1)SSC2=NC3=C(S2)C=CC=C3
NCGC00260422-01,O=C1NC2=C(C=CC=C2)C1=O
NCGC00257924-01,CC1=C(N)C=CC=C1Cl
NCGC00024595-08,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2
NCGC00247711-01,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
NCGC00091208-09,CCCCCCC1=C(O)C=C(O)C=C1
NCGC00257268-01,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N3C(=O)[C@](NC(=O)[C@H]4CN(C)[C@]5([H])CC6=C(Br)NC7=CC=CC(=C67)C5=C4)(O[C@@]23O)C(C)C
NCGC00259147-01,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C4CO4
NCGC00256503-01,CC(=C)C(=O)OCC=C
NCGC00256525-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00257581-01,CC(=O)CCl
NCGC00257820-01,ClCC1=CC=CC=C1
NCGC00247683-01,Cl.CCC(=O)OC1(CCN(C)CC1)C2=CC=CC=C2
NCGC00255522-01,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
NCGC00257230-01,C[Si](C)(C)N[Si](C)(C)C
NCGC00258260-01,NC1=CC(O)=CC=C1
NCGC00247686-01,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=C(F)C=C3
NCGC00258974-01,CC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
NCGC00259089-01,[Na+].[Na+].[Na+].[O-]C(=O)C1=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C3=CC=C(C=C3)S([O-])(=O)=O
NCGC00259628-01,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N2C=NC=N2
NCGC00258403-01,BrC1=CC=CC=C1
NCGC00164544-02,ClC1=C(C=CC=C1)C2CS\C(S2)=C(/C#N)N3C=CN=C3
NCGC00258894-01,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O
NCGC00181760-01,[Na+].[Na+].[O-]C(=O)C1=CC=CC=C1NC2=CC(Cl)=CC=C2C([O-])=O
NCGC00257646-01,COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1
NCGC00257764-01,COCCC#N
NCGC00259300-01,OC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00258439-01,CC1=CC=CC=C1OCC2CO2
NCGC00259968-01,Cl\C=C\Cl
NCGC00254219-01,OC(=O)C1=CC(=CC=C1)C(O)=O
NCGC00165864-04,Cl.Cl.NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N3CCCCC3
NCGC00015762-13,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
NCGC00025177-08,CC1=CC=C(C=C1NC(=O)C2=CC(NC(=O)NC3=CC(=CC=C3)C(=O)NC4=C(C)C=CC(=C4)C(=O)NC5=CC=C(C6=CC(=CC(=C56)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C2)C(=O)NC7=CC=C(C8=C7C(=CC(=C8)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
NCGC00259768-01,OC1=CC=C(C=C1)C2(OC(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4
NCGC00263659-01,[H][C@@]12CC(=O)[C@]3(C)[C@]([H])(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)C6=COC=C6)[C@]17COC(=O)C[C@@H]7OC2(C)C
NCGC00254280-01,CCOP(=S)(OCC)SCSCC
NCGC00255869-01,OCC(COCC=C)(COCC=C)COCC=C
NCGC00254358-01,CC1=CC=C(C=C1C)[N+]([O-])=O
NCGC00159407-04,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
NCGC00259745-01,Cl.Cl.CC1=C(N)C=CC(=C1)C2=CC(C)=C(N)C=C2
NCGC00254158-01,COC1=C(N)C=C(C=C1)[N+]([O-])=O
NCGC00254652-01,CC1=C(OCC(O)=O)C=CC(Cl)=C1
NCGC00255850-01,CCOP(=S)(OCC)OC1=NOC(=C1)C2=CC=CC=C2
NCGC00256763-01,CCC(=O)OCC1=CC=C(OC)C=C1
NCGC00259460-01,ClC1C=CC2C1C3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl
NCGC00091454-07,OC1=CC=CC=C1
NCGC00257710-01,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1
NCGC00259613-01,ClC(Cl)C(=O)N(CC=C)CC=C
NCGC00253618-01,CCOC1=NC(=O)C(F)=CN1
NCGC00016927-11,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N3CCNCC3
NCGC00255854-01,CCOC(=O)C=CC(O)=O
NCGC00258381-01,OCCSCCO
NCGC00259762-01,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
NCGC00260382-01,C1CC2=CC=CC=C2NC3=CC=CC=C13
NCGC00254730-01,[Mn++].[S-]C(=S)NCCNC([S-])=S
NCGC00255977-01,S(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00259340-01,COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(O)=O
NCGC00256365-01,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O
NCGC00260445-01,CC1=CNC(=S)NC1=O
NCGC00256116-01,Cl.CCOC(=N)CC(=O)OCC
NCGC00258013-01,[Na+].COC(=O)C1=CC(=CC(=C1)C(=O)OC)S([O-])(=O)=O
NCGC00257537-01,NC(=O)CF
NCGC00258156-01,[Br-].CCCCCCN1C=C[N+](C)=C1
NCGC00022612-11,[H][C@]12SCC(Cl)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C3=CC=CC=C3)C(O)=O
NCGC00257037-01,ClC1=C(Cl)C(Cl)=C(Cl)C=C1
NCGC00258021-01,CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(=O)OC3=O)C=C1)C4=CC=C(OC5=CC6=C(C=C5)C(=O)OC6=O)C=C4
NCGC00256998-01,COC1=C2C=COC2=CC3=C1C=CC(=O)O3
NCGC00181786-02,Cl.CNS(=O)(=O)CCC1=CC2=C(NC=C2C3CCN(C)CC3)C=C1
NCGC00254347-01,COC(=O)C1=C(N)C=CC=C1
NCGC00257834-01,CCCC=C
NCGC00255986-01,CCOC1=C(O)C=CC=C1
NCGC00259125-01,COP(=O)(OC)OC
NCGC00256694-01,CC1=NN=C(C(=O)N1N)C2=CC=CC=C2
NCGC00254506-01,CCNC1=CC(C)=CC=C1
NCGC00093704-12,[H][C@@]1([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C
NCGC00256242-01,Cl.COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1
NCGC00259789-01,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3
NCGC00016345-08,CC1=CC(=O)OC2=C1C=CC(O)=C2
NCGC00259270-01,OCCOCCOCCOCCOCCO
NCGC00256411-01,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2N\C(C(=O)C2=C1)=C3\NC4=CC=C(C=C4C3=O)S([O-])(=O)=O
NCGC00163910-05,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1
NCGC00259193-01,CC1=C(C)S(=O)(=O)CCS1(=O)=O
NCGC00258261-01,CCCCCC[N+]([O-])=O
NCGC00186464-03,Cl.COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
NCGC00259196-01,CCNC1=CC(C)=CC=C1
NCGC00256297-01,C[Si](C)(C)O[Si](O)(O)O
NCGC00259527-01,CSCCC=O
NCGC00260074-01,O.O.O.[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1
NCGC00258370-01,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
NCGC00015416-05,OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O
NCGC00263858-02,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
NCGC00255842-01,ClC(Cl)C(=O)N1CCOC12CCCCC2
NCGC00255919-01,CCCCC(CC)COC(=O)CC#N
NCGC00258882-01,[O-][N+](=O)C1=CC=CC(Cl)=C1
NCGC00254286-01,CCCCCCCCCCCCCCCCO
NCGC00258302-01,COCCOCCOCCOCCO
NCGC00164621-02,[Br-].C[N+]3(CCC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=C2)CCCCC3
NCGC00255803-01,[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(C4=C(C=CC=C4)C(O)=O)=C2C=C1
NCGC00253683-01,CCOC(=O)C(=O)CCCCCCl
NCGC00256065-01,CCCCC(CC)COC(=O)OOC(C)(C)C
NCGC00257400-01,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
NCGC00016715-04,CCN(CC)C1=CC(C)=NC2=NC=NN12
NCGC00258002-01,COC(=O)C(C)(C)C
NCGC00166265-02,O=C1NC(=O)C2=CC=CC=C2O1
NCGC00259503-01,OC(=O)CCCCCCCCCCC(O)=O
NCGC00168784-03,Cl.NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F
NCGC00259370-01,CN(C)CCO
NCGC00259961-01,CN1CCOCC1
NCGC00164612-02,CC(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00164629-02,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O
NCGC00259261-01,CC(C)OP(C)(=O)OC(C)C
NCGC00256318-01,CN(C)P(=O)(N(C)C)N(C)C
NCGC00258120-01,FC(Cl)(Cl)C(F)(Cl)Cl
NCGC00258812-01,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2
NCGC00255063-01,COC1=CC=C(CCC(C)=O)C=C1
NCGC00181296-02,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O
NCGC00259209-01,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4
NCGC00254402-01,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC=CC5=C4C=CO5
NCGC00254986-01,CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
NCGC00254160-01,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
NCGC00016281-11,CCOC1=CC=C(NC(C)=O)C=C1
NCGC00260019-01,ClC1=CC(Cl)=C(C=C1Cl)C2=CC(Cl)=C(Cl)C=C2Cl
NCGC00095166-04,CC1=NC(C)=C(Cl)C(O)=C1Cl
NCGC00179460-03,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@H](C)C4=CC(=O)CC[C@]34C
NCGC00253629-01,CCC1=CC=CC2=C1NC=C2CCO
NCGC00262944-01,[Br-].CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00256875-01,CC(C)=CCC\C(C)=C\COC=O
NCGC00254278-01,CC(C)COC(=O)CCCCC(=O)OCC(C)C
NCGC00163150-07,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1
NCGC00259183-01,CCOP(=S)(OCC)SCSC(C)(C)C
NCGC00259325-01,[Na+].[Na+].[O-][N+](=O)C1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)[N+]([O-])=O)C(=C1)S([O-])(=O)=O
NCGC00256354-01,NNC1=CC=CC=C1
NCGC00260262-01,[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
NCGC00165787-03,OC(=O)CC1=CC=C(CCNS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1
NCGC00254899-01,[Na+].C\C(=N/NC(=O)NC1=CC(F)=CC(F)=C1)C2=NC=CC=C2C([O-])=O
NCGC00254361-01,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00018211-10,CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O
NCGC00253728-01,C1CN2CCC1CC2
NCGC00254954-01,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O
NCGC00016386-06,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
NCGC00254966-01,CC1=C(C=CC=C1COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C3=CC=CC=C3
NCGC00259274-01,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
NCGC00259301-01,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
NCGC00255594-01,CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1
NCGC00260008-01,NC1=CC=C(Br)C=C1
NCGC00259536-01,ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O
NCGC00256985-01,[NH4+].NS([O-])(=O)=O
NCGC00016599-04,NC1=NC(=O)NC=C1F
NCGC00257660-01,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(Br)C(=O)NC2=O
NCGC00258861-01,OCC1CO1
NCGC00255735-01,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
NCGC00258595-01,CCCCCCCCCCCCCCC1CO1
NCGC00258547-01,O.S=C1NC=NC2N=CNC12
NCGC00254422-01,OC1=CC=CC=C1Cl
NCGC00274068-01,CCC(C)N1N=CN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(OC[C@H]5CO[C@@](CN6C=NC=N6)(O5)C7=C(Cl)C=C(Cl)C=C7)C=C4
NCGC00260425-01,CC(=O)CC(=O)C1=CC=CC=C1
NCGC00163843-03,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+]([O-])=O
NCGC00164501-02,CC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
NCGC00016951-05,OC(=O)\C=C/C(O)=O.COC1=CC(N)=C(Cl)C=C1C(=O)NC2CCN(CC3=CC=CC=C3)CC2
NCGC00258068-01,OC(=O)\C=C/C(O)=O.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
NCGC00259260-01,O=C(NC1=CC=CC=C1SSC2=C(NC(=O)C3=CC=CC=C3)C=CC=C2)C4=CC=CC=C4
NCGC00256546-01,CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1
NCGC00259519-01,CCC(C)OC(=O)C1=CC=C(O)C=C1
NCGC00254792-01,CCCCOC(=O)C1=C(C=CC=C1)C(O)=O
NCGC00254106-01,CC1=C(N)C(N)=CC=C1
NCGC00183844-01,N[C@H]1CN(CC12CC2)C3=C(Cl)C4=C(C=C3F)C(=O)C(=CN4[C@@H]5C[C@H]5F)C(O)=O
NCGC00181775-02,[Cl-].CN(C)C1=CC=C2N=C3C=C(C)C(N)=CC3=[S+]C2=C1
NCGC00260297-01,CCCCCCCCCCCCCCCCCl
NCGC00253708-01,FC1=CC=C(C=C1)C2(CCC(=O)CC2)C#N
NCGC00178811-03,[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC(=O)[C@]3(C)[C@@]1([H])[C@H](C)[C@@]6(CC[C@@H](C)CO6)O2
NCGC00255386-01,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
NCGC00254518-01,NC1=NC(Cl)=NC2=C1N=CN2[C@H]3C[C@H](O)[C@@H](CO)O3
NCGC00164491-02,CC1=CC=CC(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
NCGC00258356-01,NC1=C(Cl)C=CC=C1
NCGC00260105-01,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O
NCGC00254423-01,[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C2=C3C=CC(=CC3=CC=C2O)S([O-])(=O)=O
NCGC00261978-01,CCCCN(CCCC)C(C(N)=O)C1=CC=C(OC)C=C1
NCGC00254477-01,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C4=CC=CC=C4
NCGC00257871-01,C\C=C(\C)C#N
NCGC00092334-02,Cl.COC1=CC=C(CCN(C)CCCN2CCC3=C(CC2=O)C=C(OC)C(OC)=C3)C=C1OC
NCGC00259765-01,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl
NCGC00255252-01,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
NCGC00259416-01,CS(=O)(=O)C1=CC=C(Cl)C=C1
NCGC00167505-02,CS(O)(=O)=O.CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC3=CC=C(C=C3)C(O)=O
NCGC00167534-02,C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C4(N)CC4
NCGC00166294-03,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F
NCGC00257590-01,CCCCCCN
NCGC00259275-01,ClCCBr
NCGC00258613-01,CN=C=O
NCGC00259159-01,NC1=CC=C(O)C(=C1)C(O)=O
NCGC00254488-01,CC1=C2C=CC=CC2=CC=C1
NCGC00015095-15,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
NCGC00255646-01,CC1=C(C)C=C(C=O)C=C1
NCGC00248247-02,COC(=O)\C=C/C(=O)OC
NCGC00257617-01,COC1CCC=CO1
NCGC00256974-01,CC(=C)C(=O)OCC1CO1
NCGC00259540-01,CC(C)CC1=CC=CC=C1
NCGC00257836-01,CCCCC#N
NCGC00259761-01,[Na+].[O-]C1=CC=CC=C1
NCGC00181130-02,CN1CCC[C@@H]1CC2=CNC3=CC=C(CCS(=O)(=O)C4=CC=CC=C4)C=C23
